DLL Identifier,Authorized Name,Short Name,Author Name English,Author Name Latin,Author Name Native Language,BNE URL,BNF URL,DNB URL,ICCU URL,ISNI URL,Other Alternative Name Form(s),Perseus Name,Wikidata URL
A3989,"Gott, Samuel, 1613-1671",,Samuel Gott,,,,Gott Samuel 1613-1671,"Gott, Samuel 1613-1671",,"Gott, Samuel 1613-1671",,,
A3995,"Gronovius, Joannes Fredericus, 1611-1671",,,Joannes Fredericus Gronovius,Johann Friedrich Gronovius,,Gronovius Johannes Fredericus 1611-1671,"Gronovius, Johann Friedrich 1611-1671",,"Gronovius, Johannes Fredericus 1611-1671",,,
A3964,"Hall, Joseph, 1574-1656",,Joseph Hall,,,,Hall Joseph 1574-1656,"Hall, Joseph 1574-1656",,"Hall, Joseph, 1574-1656",,,
A3993,"Harris, Walter, 1686-1761",,Walter Harris,,,,Harris Walter 1686-1761,"Harris, Walter 1686-1761",,"Harris, Walter 1686-1761",,,
A3988,"Gilbert, of Sempringham, Saint, 1083?-1189",,Saint Gilbert,Gilbertus Sempringhamensis,Gilbert of Sempringham,,,,,,,,
A3978,"Giòvio, Paolo 1483-1552",,,Paulus Iovius,Paolo Giòvio,"Giòvio, Paolo 1483-1552",Giovio Paolo 1483-1552,"Giovio, Paolo 1483-1552","Giovio , Paolo","Giovio, Paolo 1483-1552",,,
A3986,"Grimald, Nicholas, 1519-1562",,Nicholas Grimald,,Nicholas Grimoald,"Grimald, Nicholas 1519-1562",Grimald Nicholas 1519-1562,"Grimald, Nicolas 1519-1562",,"Grimald, Nicholas 1519-1562",,,
A3979,"Heerkens, Gerard Nicolaas, 1726-1801",,,Gerhardus Nicolaus Heerkens,Gerard Nicolaas Heerkens,,,"Heerkens, Gerard Nicolaas 1726-1801",,"Heerkens, Gerard Nicolaas",,,
A4012,"Ernulf, Bishop of Rochester, 1040-1124",,Ernulf of Rochester,Arnulfus Roffensis,,,Ernulf de Rochester 1040?-1124,Arnulfus Roffensis 1040-1124,,Arnulfus 1040-1124 Roffensis,,,
A4021,"Arnaldus, Abbot of Bonneval",,"Arnaldus, Abbot of Bonneval","Arnaldus, Bonoevallensis","Arnaldus, Bonoevallensis",,,,,Arnoldus ca1100-1156 Bonaevallis,,,
A4002,"Gheyloven, Arnold, -1442",,Arnoldus Gheyloven,,Arnoldus Gheyloven,,Gheyloven Arnold 1375?-1442,Arnoldus Geilhoven -1442,,"Gheyloven, Arnold ca 1375-1442",,,
A3999,"Chaloner, Thomas, Sir, 1521-1565",,Sir Thomas Chaloner,,,,,"Chaloner, Thomas 1521-1565",,"Chaloner, Thomas",,,
A4015,"Urceo, Antonio, 1446-1500",,,Antonius Urceus Codrus,,,Urceo Antonio Codro 1446-1500,Antonius Urceus 1446-1500,,Antonius Urceus 1446-1500,,,
A4010,"Volusenus, Florentius, 1504?-1546 or 1547",,Florence Wilson,Florentius Volusenus,Florence Volusene,,Volusenus Florentius 1500?-1551?,"Volusenus, Florentius 1504-1547",,"Volusene, Florence 1504?-1547?",,,
A4019,"Baker, Geoffrey, active 1326-1350",,"Geoffrey Baker/ Walter, of Swinbroke",Galfridus Baker,Geoffrey le Baker/ Geoffrey Pathon,,Le Baker Geoffrey 13..-13..,Galfredus le Baker ca. 14.Jh.,,Galfredus ca. 14.Jh le Baker,,,
A4000,"Geoffrey, of Burton",,Geoffrey of Burton,Galfredus Burtoniensis,,,,Galfredus Burtoniensis -1151,,Geoffrey of Burton 1e helft 12e E,,,
A4013,"Crespin, Jean, -1572",,,Ioannes Crispinus,,,Crespin Jean 1520?-1572,"Crespin, Jean 1520-1572",,"Crespin, Jean ca. 1520-1572",,,
A4011,"Dacier, Anne, 1654-1720",,,,Anne Le Fèvre Dacier,,Dacier Anne 1645-1720,"Dacier, Anne 1654-1720",,Dacier -1720 Madame,,,
A4020,"Dale, Antonius van 1638-1708",,,,Antonius van Dale,,Dale Anthony van 1638-1708,"Dale, Antonius van 1638-1708",,"Dale, Anthony van 1638-1708",,,
A3998,"Denisot, Nicolas, 1515-1559",,,,Nicolas Denisot,,Denisot Nicolas 1515-1559,"Denisot, Nicolas 1515-1559",,"Denisot, Nicolas 1515-1559",,,
A3990,"Gilbertus, Anglicus",,Gilbert the Englishman,Gilbertus Anglicus,,,,,,,,,
A3987,"Dugonics, András",,,,András Dugonics,,Dugonics András 1740-1818,"Dugonics, András 1740-1818",,"Dugonics, András 1740-1818",,,
A3996,"Dupuy, Jacques, 1591-1656",,,Jacobus Puteanus,Jacques Dupuy,,Dupuy Jacques 1591-1656,"Dupuy, Jacques 1591-1656",,Jacques Dupuy,,,
A3981,"Vittorino, da Feltre, 1378-1446",,,Victorinus Feltrensis,Vittorino da Feltre,,Vittorino da Feltre 1378-1446,Victorinus Feltrensis 1378-1446,,Victorinus 1378-1446 Feltrensis,,,
A4048,"Edguard, David, approximately 1502-approximately 1542",,David Edwardes,David Edguard,,,,,,"Edguard, David",,,
A4075,"Birck, Sixt, 1500-1554",,,Xystus Betuleius,,,Birck Sixt 1501-1554,"Birck, Sixt 1501-1554",,Sixtus Birck deutscher Dramatiker und Kirchenliederdichter,,"Birck, Sixt, 1501-1554. (Betulius Augustanus, Xystus)",
A4076,"Bruno, Giordano, 1548-1600",,,Iordanus Brunus Nolanus,Giordano Bruno,"Bruno, Giordano 1548-1600",Bruno Giordano 1548-1600,"Bruno, Giordano 1548-1600","Bruno , Giordano","Bruno, Giordano",,,
A4051,"Calepino, Ambrogio, 1435-1511",,,Ambrosius Calepinus,Ambrogio Calepino,"Calepino, Ambrogio ca. 1435-1511",Calepino Ambrogio 1440?-1511,"Calepino, Ambrogio 1435-1511","Calepino , Ambrogio","Calepino, Ambrogio 1440?-1511",,,
A4032,"Elias, of Dereham, -1245",,Elias of Dereham,,,,,,,,,,
A4029,"Arnoldus, of Liège",,"Arnoldus, of Liège",Arnoldus Leodiensis,"Arnulf, of Liège",,,,,Arnoldus active 14th century of Liège,,,
A4009,"Caussin, Nicolas, 1583-1651",,,Nicolaus Caussinus,Nicolas Caussin,,Caussin Nicolas 1583-1651,"Caussin, Nicolas 1583-1651",,Nicolas Caussin Frans priester (-),,,
A4018,"Ceva, Tommaso, 1648-1737",,Thomas Ceva,,Tommaso Ceva,,Ceva Tommaso 1648-1736,"Ceva, Tommaso 1648-1737","Ceva , Tommaso","Ceva, Tommaso 1649-1736",,,
A4026,"Cheke, John, Sir, 1514-1557",,Sir John Cheke,Ioannes Checus,,,Cheke John 1514-1557,"Cheke, John 1514-1557",,Ioannes Cheke,,,
A4036,"Chytraeus, David, 1531-1600",,,,David Chyträus,,Chytraeus David 1530-1600,"Chyträus, David 1531-1600",,"Chytraeus, David",,,
A4006,"Knapiusz, Grzegorz, 1564-1639",,,Gregorius Cnapius,Grzegorz Knapiusz,,Cnapius Gregorius 1564?-1639,"Knapiusz, Grzegorz 1564-1639",,"Cnapius, Gregorius 1564?-1639",,,
A4024,"Colonna, Francesco, -1527",,,Franciscus Columna,Francesco Colonna,"Colonna, Francesco",Colonna Francesco 1433?-1527,"Colonna, Francesco 1433-1527","Colonna , Francesco","Colonna, Francesco ca. 1432-1527",,,
A4005,"Colucci, Benedetto, -1515",,,Benedictus Coluccius,Benedetto Colucci,,,Benedictus Coluccius ca. 1438 - ca. 1499,,"Colucci, Benedetto c. 1438-c.506",,,
A4033,"Fabricius, Georg, 1516-1571",,,Georgius Fabricius,Georg Fabricius,"Fabricius, Georg 1516-1571",Fabricius Georg 1516-1571,"Fabricius, Georg 1516-1571",,"Fabricius, Georg",,"Fabricius, Georg 1516-1571",
A4027,"Conti, Antonio, 1677-1749",,,,Antonio Schinella Conti,,Conti Antonio 1677-1749,"Conti, Antonio 1677-1749","Conti , Antonio","Conti, Antonio Schinella 1677-1749",,,
A4037,"Giovanni, da Ravenna, 1343-1408",,John of Ravenna,,Giovanni Conversini,,Johannes Conversini de Ravenna 1343-1408,Giovanni Conversini 1343-1408,,"Giovanni 1343-1408 Conversini, da Ravenna",,,
A4007,"Cornarius, Janus, 1500-1558",,,Ianus Cornarius,,"Cornarius, Janus 1500-1558",Cornarius Janus 1500-1558,"Cornarius, Janus 1500-1558",,"Cornarius, Janus 1500-1558",,,
A4025,"Corraro, Gregorio, 1411-1464",,,Gregorius Corrarius,Gregorio Corraro,,Correr Gregorio 1409-1464,Gregorius Corrarius 1411-1464,"Correr , Gregorio","Corraro, Gregorio",,,
A4034,"Cowley, Abraham, 1618-1667",,Abraham Cowley,,,,Cowley Abraham 1618-1667,"Cowley, Abraham 1618-1667",,"Cowley, Abraham",,,
A4022,"Crivelli, Leodrisio, active 15th century",,,Leodrisius Cribellus,,,Crivelli Lodrisio 1402-1463,,"Crivelli , Leodrisio","Crivelli, Leodrisio",,,
A4003,"Cruz, Luís da, 1543-1604",,,Ludovicus Crucius,Luís da Cruz,,Cruz Luís da 1543-1604,"Cruceus, Ludovicus 1543-1604",,"Cruz, Luís da",,,
A4030,"Cunaeus, Petrus, 1586-1638",,,Petrus Cunaeus,,,Cunaeus Petrus 1586-1638,"Cunaeus, Petrus 1586-1638",,"Cunaeus, Petrus",,,
A4001,"Dantyszek, Jan, 1485-1548",,,Ioannes Dantiscus,,"Dantyszek, Jan 1485-1548",Dantyszek Jan 1485-1548,"Dantyszek, Jan 1485-1548",,"Dantiscus, Iohannes 1485-1548 vesc. di Ermland",,,
A4028,"Darcio, Giovanni, da Venosa, active 16th century",,John Darcio,,Giovanni Darcio,,Darcio Giovanni 14..-1543,"Darci, Giovanni -1543","Darci , Giovanni","Darcio, Giovanni active 16th century da Venosa",,,
A4008,"Smarrito, 1619-1675",,,,Carlo Roberto Dati,,Dati Carlo Roberto 1619-1676,"Dati, Carlo Roberto 1619-1675","Dati , Carlo Roberto","Dati, Carlo Roberto 1619-1675",,,
A4035,"Dornau, Caspar, 1577-1632",,,,Caspar Dornau,,Dornau Caspar 1577-1632,"Dornau, Caspar 1577-1632",,"Dornau, Caspar 1577-1632",,,
A4045,"Dorpius, Martinus, 1485-1525",,,Martinus Dorpius,Maarten van Dorp,,Dorpius Martinus 1485-1525,"Dorpius, Martinus 1485-1525","Dorpius , Martinus",Marteen van Dorp,,,
A4023,"Geoffrey, of Coldingham, active 13th century",,Geoffrey of Coldingham,Galfredus Dunelmensis,,,Geoffroy de Coldingham 11..-1215?,Galfredus Dunelmensis -1215,,Galfredus -1215 Dunelmensis,,,
A4004,"Lokert, George, 1485-1547",,George Lokhart,Georgius Lokert,George Lokert,,Lokert George 1485?-1547,"Lokert, George 1485-1547",,George Lokert,,,
A4031,"Ripley, George, -1490?",,George Ripley,Georgius Riplaeus,,,Ripley George 14..-1490?,"Riplaeus, Georgius 1415-1490","Ripley , George","Ripley, George 1415-1490",,,
A4052,"Cuthbert, Abbot of Wearmouth",,Cuthbert,,,,,,,,,,
A4062,"Tunstall, Cuthbert, 1474-1559",,Cuthbert Tunstall,Tonstallus Cuthebertus,,,Tunstall Cuthbert 1474-1559,"Tunstall, Cuthbert 1474-1559",,"Tunstall, Cuthbert 1474-1559",,,
A4073,"Cranston, David",,David Cranston,,,,Cranston David 1479?-1512,"Cranston, David",,"Cranston, David",,,
A4058,"Beckher, Daniel, 1594-1655",,Daniel Becker,Daniel Beckherus,Daniel Beckher,,,"Beckher, Daniel 1594-1653",,Daniel Beckher der Ältere deutscher Mediziner,,,
A4077,"Benci, Francesco, 1542-1594",,,Franciscus Bencius,Francesco Benci,"Benci, Francesco 1542-1594",Benci Francesco 1542-1594,"Benci, Francesco 1542-1594","Benci , Francesco","Benci, Francisco 1542-1594",,,
A4053,"Bodecher Benningh, Johan, 1606-1642",,,Janus Bodecherus Banningius,Johannes Bodecher Benning,,,"Bodecherus Banningius, Janus 1606-1642",,"Bodecher Benningh, Johan",,,
A4063,"Bernegger, Matthias, 1582-1640",,,Matthias Bernegerus,Matthias Bernegger,"Bernegger, Matthias 1582-1640",Bernegger Matthias 1582-1640,"Bernegger, Matthias 1582-1640",,"Bernegger, Mathias",,,
A4049,"Biondo, Flavio, 1392-1463",,,Flavius Blondus,Flavio Biondo,Biondo Flavio 1392-1463,Blondus Flavius 1388?-1463,"Blondus, Flavius 1392-1463","Biondo , Flavio",Biondo Flavio,,,
A4059,"Bisse, Thomas, -1731",,Thomas Bisse,,,,,,,"Bisse, Thomas",,,
A4074,"Bodin, Jean, 1530-1596",,,Ioannes Bodinus,Jean Bodin,,Bodin Jean 1530-1596,"Bodin, Jean 1529-1596","Bodin , Jean","Bodin, Jean 1530-1596",,"Bodin, Jean 1530-1596",
A4079,"Boece, Hector, 1465?-1536",,Hector Boece,Hector Boethius,,,Boece Hector 1465?-1536,"Boethius, Hector 1465-1536",,"Boece, Hector asi 1465-1536",,,
A4056,"Bona, Giovanni, 1609-1674",,John Bona,,Giovanni Bona,"Bona, Giovanni 1609-1674",Bona Giovanni 1609-1674,"Bona, Giovanni 1609-1674",,"Bona, Giovanni 1609-1674 kardinál",,,
A4078,"Braccesi, Alessandro, 1445-1503",,,,Alessandro Braccesi,,Braccesi Alessandro 1445-1503,"Braccesi, Alessandro 1445-1503","Braccesi , Alessandro","Braccesi, Alessandro 1445-1502",,,
A4054,"Brandolini, Aurelio Lippo, -1497 or 1498",,,Aurelius Brandolinus,Aurelio Brandolini,,Brandolini Aurelio 1440?-1497,Aurelius Brandolinus 1440-1497,"Brandolini , Aurelio Lippo","Brandolini, Lippo 1454?-1497",,,
A4064,"Brant, Sebastian, 1458-1521",,Sebastian Brant,Sebastianus Brant,,"Brant, Sebastian 1457-1521",Brant Sebastian 1457-1521,"Brant, Sebastian 1458-1521","Brant , Sebastian","Brant, S. ок.1458-1521",,,
A4050,"Bugnot, Gabriel, -1673",,Gabriel Bugnot,Ludovicus Gabriel Bugnotius,,,,"Bugnot, Louis Gabriel -1673",,"Bugnotius, Ludovicus Gabriel",,,
A4060,"Lacy, Edmund, approximately 1370-1455",,,,,,Lacy Edmund évêque d Hereford puis d Exeter,"Lacy, Edmund",,"Lacy, Edmund -1455",,,
A4061,"Camden, William, 1551-1623",,William Camden,Guilielmus Camdenus,,"Camden, William 1551-1623",Camden William 1551-1623,"Camden, William 1551-1623",,"Camden, William 1551-1623",,,
A4057,"Casaubon, Isaac, 1559-1614",,Isaac Casaubon,Isaacus Casaubonus,,,Casaubon Isaac 1559-1614,"Casaubon, Isaac 1559-1614",,"Casaubon, Isaac 1559-1614",,,
A4055,"Soppeth, Edward",,,,,,,,,"Soppeth, Edward",,,
A4065,"Upton, Edward",,Edward Upton,,,,,,,,,,
A4043,"Elias, of Thriplow, active 13th century",,Elias of Thriplow,Helias Triploanensis,,,HeliasTripolanensis 12..-12..?,,,HeliasTripolanensis 12..-12..?,,,
A4039,"Arnulf I, Count of Flanders, approximately 900-965",,,Arnulfus Flandriae,,,,,,Arnulf approximately 900-965 Count of Flanders I,,,
A4040,"Felix, active 8th century",,Felix of Crowland,Felix Croylandensis,Felix of Croyland,,,Felix de Croyland,,Felix 8e eeuw Hermit of Crowland,,,
A4046,"Cortesi, Paolo, 1465-1510",,,Paulus Cortesius,Paolo Cortesi,"Cortesi, Paolo 1465-1510",Cortesi Paolo 1465-1510,"Cortese, Paolo Humanist 1465-1510","Cortesi , Paolo",,,,
A4044,"Crashaw, Richard, 1613?-1649",,Richard Crashaw,Richardus Crashawus‏,,"Crashaw, Richard 1612-1649",Crashaw Richard 1613?-1649,"Crashaw, Richard 1613-1649",,Richard Crashaw British writer,,,
A4041,"Curlo, Giacomo, active 1423-1467",,,Iacobus Curulus,Giacomo Curlo,,,"Curlo, Giacomo 1423-1467",,"Curlo, Giacomo 1423-1467",,,
A4038,"Dati, Agostino, 1420-1478",,,Augustinus Datus,Agostino Dati,,Dati Agostino 1428-1478,Augustinus Dati 1420-1478,"Dati , Agostino",Augustinus 1420-1478 Dati,,,
A4047,"Diedo, Francesco, -1484",,,Franciscus Diedus,Francesco Diedo,,,,,,,,
A4042,"Gervase, of Canterbury, approximately 1141-approximately 1210",,Gervase of Canterbury,Gervasius Cantuariensis,,,,Gervase von Canterbury 1141-1210,,Gervais de Canterbury 11..-1210?,,,
A4108,"Baldwin, Archbishop of Canterbury, approximately 1120-1190",,Baldwin of Ford,Balduinus Cantuariensis,,,Balduinus Cantuariensis 1120?-1190,Balduinus Cantuariensis 1120-1190,,Baldwin ок.1120-1190 архиепископ Кентерберийский,,,
A4097,"Bartholomew, Bishop of Exeter,-1184",,Bartholomew of Exeter,Bartholomaeus Exoniensis,,,,,,,,,
A4083,"Comenius, Johann Amos, 1592-1670",,John Amos Comenius,Ioannes Amos Comenius,Jan Ámos Komenský,"Comenius, Johann Amos 1592-1670",Comenius 1592-1670,"Comenius, Johann Amos 1592-1670","Komenský , Jan Amos","Коменский, Я. А 1592-1670",,"Comenius, Johann Amos, 1592-1670",
A4109,"Agricola, Rodolphus, 1443?-1485",,,Rodolphus Agricola Phrisius,Roelof Huysman,"Agricola, Rudolf 1444-1485",Agricola Rudolf 1443?-1485,"Agricola, Rudolf 1444-1485",,"Agricola, Rudolf",,,
A4084,"Alegre, Francisco Javier, 1729-1788",,,Franciscus Xaverius Alegrius,Francisco Javier Alegre,"Alegre, Francisco Javier 1729-1788",Alegre Francisco Javier 1729-1788,"Alegre, Francisco Javier 1729-1788",,"Alegre, Francisco Javier 1729-1788 S.I.",,,
A4081,"Clement, of Llanthony",,Clement of Llanthony,Clemens Lantoniensis,,,,"Clemens Lantoniensis, Prior -1170",,Clement of Llanthony,,,
A4110,"Angeriano, Girolamo, active 16th century",,,Hieronymus Angerianus,Girolamo Angeriano,,Angeriano Girolamo 1470-1535,"Angerianus, Hieronymus","Angeriano , Girolamo","Angeriano, Girolamo",,,
A4082,"Aventinus, Johannes, 1477-1534",,John of Abensberg,Iohannes Aventinus,Johann Georg Turmair,,Aventinus Johannes 1477-1534,"Aventinus, Johannes 1477-1534",,"Turmair, Johann 1477-1534",,,
A4080,"Barzizza, Gasparino, approximately 1360-1431",,,Gasparinus Barzizius Bergamensis,Gasparino Barzizza,,Gasparin de Bergame 1360?-1431?,Gasparinus Barzizius 1359-1431,,"Barzizza, Gasparino",,,
A4070,"Edmund, of Abingon, Saint, Archbishop of Canterbury, approximately 1170-1240",,Edmund of Abingdon,Edmundus Abingdonensis,,,Edmond Rich saint 1175?-1240,Edmundus Abingdonensis 1170-1240,,Edmond Rich Saint,,,
A4089,"Bernoulli, Jakob, 1654-1705",,Jacob Bernoulli,Iacobus Bernoullius,,"Bernoulli, Jacques 1654-1705",Bernoulli Jacques 1654-1705,"Bernoulli, Jakob 1655-1705","Bernoulli , Jakob","Bernoulli, Jacob 1654-1705",,,
A4071,"Boyd, Mark Alexander, 1562-",,Mark Alexander Boyd,Marcus Alexander Bodius,,,,"Boyd, Mark Alexander 1562-1601",,"Boyd, Mark Alexander, 1562-",,,
A4090,"Bridges, John, -1618",,John Bridges,,,,,"Bridges, John -1618",,"Bridges, John 1535-1618?",,,
A4096,"Brinsley, John, active 1581-1624",,John Brinsley the Elder,Johannes Brinslaeus,,,,"Brinsley, John",,"Brinsley, John active 1581-1624",,,
A4069,"Fox, Edward, 1496?-1538",,Edward Fox,,,,Fox Edward 1496?-1538,"Fox, Edward 1496-1538",,Edward Foxe,,,
A4066,"Canonieri, Pietro Andrea, -1639",,,Petrus Andreas Canonherius,Pietro Andrea Canoniero,,,"Canoniero, Pietro Andrea 15XX-1639","Canoniero , Pietro Andrea","Canoniero, Pietro Andrea m. 1639",,,
A4068,"Cardulo, Fulvio 1526-1591",,,Fulvius Cardulus,Fulvio Cardulo,"Cardulo, Fulvio 1526-1591",,"Cardulo, Fulvio 1526-1591",,"Cardulo, Fulvius 1526-1591 S.J.",,,
A4085,"Casteele, Peeter vande, 1585-1632",,,Petrus Castellanus,Peeter vande Casteele,,Van de Casteele Pierre 158.-1632,"Castellanus, Petrus 1585-1632",,"Casteele, Peeter vande",,,
A4067,"Castiglionchio, Lapo da, -1381",,,,Lapo da Castiglionchio,,Castiglionchio Lapo da 13..-1381,Lapus de Castellione -1381,Lapo : da Castiglionchio,Lapo 1300-1381 da Castiglionchio,,,
A4072,"Powell, Edward, 1478?-1540",,Edward Powell,,,,,"Powell, Edward",,"Powell, Edward 1478?-1540",,,
A4135,"Mariana, Juan de 1536-1624",,Father Mariana,Ioannes Mariana,Juan de Mariana,"Mariana, Juan de 1536-1624",Mariana Juan de 1536-1624,"Mariana, Juan de 1536-1624","Mariana , Juan : de","Mariana, Juan de 1536-1624",,,
A4086,"Thou, Jacques-Auguste de, 1553-1617",,,Iacobus Augustus Thuanus,Jacques Auguste de Thou,"Thou, Jacques-Auguste de 1553-1617",Thou Jacques-Auguste de 1553-1617,"Thou, Jacques Auguste de 1553-1617",,"Thou, Jacques-Auguste de",,,
A4106,"Kircher, Athanasius, 1602-1680",,,Athanasius Kircherus,Athanasius Kircher,"Kircher, Athanasius 1602?-1680",Kircher Athanasius 1602-1680,"Kircher, Athanasius 1602-1680","Kircher , Athanasius",Athanasius Kircherus,,,
A4103,"Bèze, Théodore de, 1519-1605",,Theodore Beza,Theodorus Beza,Théodore de Bèze,,Bèze Théodore de 1519-1605,"Bèze, Théodore de 1519-1605","Bèze , Théodore : de","Bèze, Théodore de",,,
A4112,"Benedict, Abbot of Peterborough, -1193",,Benedict of Peterborough,Benedictus Petroburgensis,,,,,,,,,
A4136,"Secundus, of Athens",,"Secundus, of Athens",Secundus Taciturnus,,,,Secundus Taciturnus 2. Jh.,,Secundus 2. Jh Taciturnus,,,
A4087,"Alberti, Leon Battista, 1404-1472",,,,Leon Battista Alberti,"Alberti, Leon Battista 1404-1472",Alberti Leon Battista 1404-1472,"Alberti, Leon Battista 1404-1472","Alberti , Leon Battista","Alberti, Leone Battista 1404-1472",,"Alberti, Leon Battista, 1404-1472",
A4107,"Caradoc, of Llancarvan, -1147?",,Caradoc of Llancarvan,Caradocus Lancarbanensis,Caradog ap Llefoed,,,Caradoc of Llancarfan 1XXX-1147,,,,,
A4104,"Saint German, Christopher, 1460?-1540",,Christopher St. German,,,,Saint-German Christopher 1460?-1540?,"Saint German, Christopher 1460-1540",,"Saint German, Christopher 1460?-1540",,,
A4113,"Urswick, Christopher, 1448?-1522",,Christopher Urswick,,,,,,,"Urswick, Christopher 1448?-1522",,,
A4101,"Andrelini, Publio Fausto, 1462-1518",,,Publius Faustus Andrelinus,,,Andrelini Publio Fausto 1462-1518,"Andrelinus, Publius Faustus 1462-1518",,"Andrelinus, Publius Faustus",,,
A4088,"Nanni, Giovanni, 1432?-1502",,,Iohannes Annius Viterbiensis,Giovanni Nanni,"Nanni, Giovanni",Nanni Giovanni 1432?-1502,"Nanni, Giovanni 1432-1502",,Annio da Viterbo 1432?-1502 O.P.,,,
A4105,"Arsilli, Francesco",,,,Francesco Arsilli,,,,"Arsilli , Francesco",,,,
A4102,"Barth, Kaspar von, 1587-1658",,,Casparus Barthius,Kaspar von Barth,,Barth Caspar von 1587-1658,"Barth, Caspar von 1587-1658",,"Barth, Gaspar 1587-1658",,,
A4111,"Bartholin, Thomas, 1616-1680",,,Thomas Bartholinus,,,Bartholin Thomas 1619-1680,"Bartholin, Thomas 1616-1680","Bartholin , Thomas","Bartholin, Thomas",,,
A4134,"Bauhuis, Bernard",,Bernard Bauhuis,Bernardus Bauhusius,,,,"Bauhuis, Bernard 1575-1619",,"Bauhuis, Bernard 1575-1619",,,
A4093,"Daniel, of Beccles",,Daniel of Beccles,Daniel Becclesiensis,,,,,,Daniel Becclesiensis,,,
A4091,"Mancinus, Dominicus, active 1478-1491",,,Domenicus Mancius,Domenico Mancini,,Mancini Domenico 143.-151.,"Mancinus, Dominicus",,"Mancinus, Dominicus",,,
A4094,"Blarru, Pierre de 1437-1510",,,Petrus‏ de Blarrorivo,Pierre de Blarru,,Blarru Pierre de 1437-1510,"Blarru, Pierre de 1437-1510",,Pierre de Blarru,,,
A4092,"Bordini, Giovanni Francesco, approximately 1536-1609",,,,Giovanni Francesco Bordini,"Bordini, Giovanni Francesco 1536-1609",,"Bordini, Giovanni Francesco 1536-1609",,"Bordini, Giovanni Francesco approximately 1536-1609",,,
A4155,"Verancsics, Antal, 1504-1573",,,Antonius Verantius,Antun Vrančić,,Antonius Verantius 1504-1573,"Vrančić, Antun 1504-1573",,"Vrančić, Antun 1504-1573",,,
A4153,"Maldonado, Juan de 1534-1583",,,Ioannes Maldonatus,,"Maldonado, Juan de 1533-1583",Maldonado Juan 1533-1583,"Maldonado, Juan de 1534-1583","Maldonado , Juan : de","Maldonado, Juan de",,,
A4150,"Sterne, Laurence, 1713-1768",,Laurence Sterne,Laurentius Sterne,,"Sterne, Laurence 1713-1768",Sterne Laurence 1713-1768,"Sterne, Laurence 1713-1768",,Iorik 1713-1768,,,
A4137,"Arcoid, Canon of St. Paul's, active 1132-1142",,,Arcoidus,,,,,,Arcoid fl. 1132-1142 Canon of St. Paul's,,,
A4125,"Suárez, Francisco, 1548-1617",,,Franciscus Suárez,Francisco Suárez,"Suárez, Francisco 1548-1617",Suárez Francisco 1548-1617,"Suárez, Francisco 1548-1617","Suárez , Francisco","Francisco Suárez teólogo, filósofo y jurista jesuita español",,,
A4131,"Trigault, Nicolas, 1577-1628",,,Nicolaus Trigautius,Nicolas Trigault,"Trigault, Nicolas 1577-1628",Trigault Nicolas 1577-1628,"Trigault, Nicolas 1577-1628",,"Trigaut, Nicolas",,,
A4115,"Martini, Martino, 1614-1661",,,Martinus Martini,Martino Martini,"Martini, Martino 1614-1661",Martini Martino 1614-1661,"Martini, Martino 1614-1661","Martini , Martino","Martini, Martino 1614-1661 S.I.",,,
A4129,"Jaurés, Jean, 1859-1914",,,Ioannes Jaurès,Auguste Marie Joseph Jean Léon Jaurès,"Jaurès, Jean 1859-1914",Jaurès Jean 1859-1914,"Jaurès, Jean 1859-1914","Jaurès , Jean","Jaurés, Jean",,,
A4100,"Ruhnkenius, David, 1723-1798",,David Ruhnken,David Ruhnkenius,,,Ruhnken David 1723-1798,"Ruhnken, David 1723-1798",,"Ruhnkenius, David",,,
